City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,kattivakkam,13.2167,80.3167,298.21,77,100,1.97,IN,1707362096
290,tabas,33.5959,56.9244,278.27,36,0,2.06,IR,1707362096
291,ciudad bolivar,8.1222,-63.5497,302.23,65,100,3.81,VE,1707362096
292,whitehorse,60.7161,-135.0538,256.93,73,87,1.54,CA,1707361826
293,onsala,57.4253,12.029,272.43,85,100,2.24,SE,1707362097
294,bombarral,39.2672,-9.158,289.63,78,100,6.36,PT,1707362097
295,adam,22.3756,57.5233,290.19,47,100,0.58,OM,1707362097
296,aasiaat,68.7098,-52.8699,253.04,97,100,0.99,GL,1707362097
297,plastun,44.7561,136.2939,268.6,46,0,5.8,RU,1707362097
298,rengasdengklok,-6.1592,107.2981,303.22,65,55,0.48,ID,1707362098
299,kushva,58.2906,59.7592,256.03,100,98,1.25,RU,1707362099
300,tazovsky,67.4667,78.7,265.46,95,100,5.42,RU,1707362099
301,boca suno,-0.7167,-77.1333,295.8,94,51,0.95,EC,1707362099
302,carnarvon,-24.8667,113.6333,305.88,40,0,2.17,AU,1707362099
303,midvagur,62.0511,-7.1939,271.61,80,40,3.6,FO,1707362099
304,tiquipaya,-17.3382,-66.2189,291.55,47,75,4.92,BO,1707362100
305,torrington,41.8007,-73.1212,274.83,71,19,0.89,US,1707362100
306,mahibadhoo,3.7833,72.9667,300.7,70,84,7.75,MV,1707362100
307,pisco,-13.7,-76.2167,297.18,88,0,5.14,PE,1707362100
308,okha,53.5739,142.9478,256.91,86,98,4.72,RU,1707362100
309,alangalang,11.2061,124.8467,299.6,85,65,1.35,PH,1707362100
310,port alfred,-33.5906,26.891,289.92,89,7,1.34,ZA,1707362101
311,smithers,54.7804,-127.1743,269.07,92,78,0.95,CA,1707362101
312,las heras,-46.5419,-68.9359,284.65,50,1,7.28,AR,1707361835
313,arraias,-12.9288,-46.9437,295.3,84,97,1.06,BR,1707362101
314,carupano,10.6678,-63.2585,298.33,91,56,3.39,VE,1707362102
315,colon,9.3592,-79.9014,296.43,85,63,4.47,PA,1707362102
316,kentville,45.0835,-64.4988,270.21,87,91,2.06,CA,1707362103
317,necochea,-38.5473,-58.7368,292.85,91,67,5.63,AR,1707362103
318,fortuna,40.5982,-124.1573,280.18,94,75,0.0,US,1707361854
319,sao joao da barra,-21.6403,-41.0511,298.11,89,100,1.97,BR,1707362103
320,walker,30.7335,-95.5669,290.57,77,100,5.14,US,1707362104
321,kolonia town,6.964,158.206,305.15,70,100,5.14,FM,1707362104
322,acarau,-2.8856,-40.12,300.09,83,16,5.67,BR,1707362104
323,bamboo flat,11.7,92.7167,300.47,62,39,3.28,IN,1707362105
324,lorengau,-2.0226,147.2712,301.12,80,100,8.78,PG,1707362105
325,tromso,69.6496,18.957,263.16,79,99,5.66,NO,1707361892
326,port macquarie,-31.4333,152.9167,297.53,71,100,6.78,AU,1707361962
327,fort bragg,35.139,-79.006,278.04,70,0,0.45,US,1707362106
328,akureyri,65.6835,-18.0878,264.11,86,75,1.03,IS,1707362106
329,luderitz,-26.6481,15.1594,290.93,74,92,4.77,NA,1707362106
330,baikunthpur,23.25,82.55,289.34,32,25,2.03,IN,1707362106
331,chui,-33.6971,-53.4616,294.62,90,54,3.48,UY,1707362106
332,kudymkar,59.0173,54.656,263.83,96,100,3.54,RU,1707362107
333,brookings,44.3114,-96.7984,281.58,86,100,9.24,US,1707361967
334,karoi,-16.8099,29.6925,291.64,86,97,0.81,ZW,1707362108
335,hirara,24.8,125.2833,293.07,82,75,9.77,JP,1707362108
336,burabay,53.0838,70.3138,266.99,88,100,11.5,KZ,1707362109
337,pasuquin,18.3328,120.6177,302.12,70,20,2.57,PH,1707362109
338,recani,31.2846,-4.2688,284.55,25,74,1.44,MA,1707362109
339,mersa matruh,31.3525,27.2453,288.21,60,6,1.74,EG,1707362109
340,kuanda,56.3161,116.0806,258.77,94,97,0.41,RU,1707362110
341,dickinson,29.4608,-95.0513,292.24,83,100,2.57,US,1707362056
342,gornozavodsk,58.3758,58.3211,259.54,98,97,1.42,RU,1707362110
343,belyy yar,53.6039,91.3903,250.09,77,95,0.0,RU,1707362110
344,selfoss,63.9331,-20.9971,261.6,83,4,4.74,IS,1707362110
345,fale old settlement,-9.3852,-171.2468,301.21,81,100,7.25,TK,1707362111
346,bengkulu,-3.8004,102.2655,302.06,66,67,0.86,ID,1707362111
347,la passe,45.5549,-0.8967,284.81,89,100,5.22,FR,1707361818
348,juneau,58.3019,-134.4197,269.32,95,20,0.0,US,1707362112
349,la reforma,25.0833,-108.05,290.86,74,79,5.03,MX,1707362112
350,soure,-0.7167,-48.5233,299.49,86,13,5.03,BR,1707362113
351,antofagasta,-23.65,-70.4,295.75,80,37,1.93,CL,1707362114
352,troitsko-pechorsk,62.7084,56.1964,264.09,95,71,3.58,RU,1707362115
353,langsa,4.4683,97.9683,303.66,57,38,1.87,ID,1707362115
354,nur-sultan,51.1801,71.446,267.12,86,100,14.0,KZ,1707362115
355,tocopilla,-22.092,-70.1979,296.8,77,0,1.84,CL,1707361914
356,san antonio de pale,-1.4014,5.6325,300.86,79,23,2.42,GQ,1707362116
357,berdigestyakh,62.0989,126.6992,242.75,96,98,2.24,RU,1707362116
358,pangai,-19.8,-174.35,301.1,79,12,4.24,TO,1707362116
359,omdurman,15.6445,32.4777,291.21,21,8,4.81,SD,1707362117
360,nan,18.8333,100.6667,295.16,60,0,1.03,TH,1707362117
361,makhambet,47.6667,51.5833,276.39,88,91,8.63,KZ,1707362117
362,mejit,10.2753,170.8646,299.89,80,77,8.69,MH,1707362117
363,mandera,3.9366,41.867,300.01,63,3,4.88,KE,1707362118
364,tam ky,15.5667,108.4833,298.53,83,63,1.16,VN,1707362118
365,acajutla,13.5928,-89.8275,297.09,52,38,3.22,SV,1707362118
366,imeko,7.45,2.85,297.97,23,10,0.52,NG,1707362118
367,eastham,41.8301,-69.9739,274.79,73,0,1.34,US,1707362119
368,skowhegan,44.7651,-69.7192,273.79,93,100,0.55,US,1707362119
369,basni,27.1667,73.65,286.75,43,37,2.82,IN,1707362119
370,nantucket,41.2835,-70.0995,275.21,80,100,6.83,US,1707361953
371,new norfolk,-42.7826,147.0587,298.55,26,0,0.46,AU,1707362120
372,yaren,-0.5472,166.916,302.4,78,100,8.25,NR,1707362120
373,tongliao,43.6125,122.2653,265.82,69,8,1.96,CN,1707362120
374,villa union,23.2,-106.2333,295.32,78,20,1.54,MX,1707362120
375,little falls,40.869,-74.2082,278.15,68,0,2.06,US,1707362121
376,sosnovo-ozerskoye,52.5249,111.5418,257.37,93,93,2.39,RU,1707362121
377,vilyuysk,63.7553,121.6247,237.59,99,74,1.34,RU,1707362121
378,ras al khaimah city,25.7895,55.9432,291.16,58,4,1.34,AE,1707361951
379,yuzhno-kurilsk,44.0306,145.8556,266.69,70,100,4.34,RU,1707362122
380,rio das ostras,-22.5269,-41.945,296.92,94,100,1.19,BR,1707361931
381,soio,-6.1349,12.3689,299.89,87,100,2.45,AO,1707362123
382,yerofey pavlovich,53.9667,121.9667,262.01,65,92,0.4,RU,1707362123
383,lara,-38.0167,144.4,298.72,59,75,5.14,AU,1707362124
384,happy valley-goose bay,53.3168,-60.3315,261.71,98,100,0.83,CA,1707361845
385,jianshui,23.6363,102.8264,291.55,49,0,3.19,CN,1707362124
386,karaton,-6.3424,106.1045,302.92,63,24,2.54,ID,1707362125
387,nizhniy odes,63.6445,54.856,264.53,90,100,4.24,RU,1707362125
388,lakhipur,26.0299,90.3041,290.39,39,0,1.09,IN,1707362125
389,qamdo,31.1667,97.2333,266.65,52,99,0.69,CN,1707362125
390,kudahuvadhoo,2.6708,72.8944,300.76,70,96,6.49,MV,1707362126
391,kristiansund,63.1115,7.732,269.51,86,100,1.54,NO,1707362126
392,ta`u,-14.2336,-169.5144,301.58,80,100,8.94,AS,1707362126
393,dunedin,-45.8742,170.5036,292.48,42,29,4.92,NZ,1707362126
394,onega,63.9061,38.1404,249.53,99,48,2.14,RU,1707362127
395,labuan,5.2767,115.2417,299.43,86,55,1.76,MY,1707362127
396,great falls,47.5002,-111.3008,269.4,96,100,3.09,US,1707362127
397,el nido,11.1858,119.3956,300.95,73,61,4.89,PH,1707362127
398,crossett,33.1282,-91.9612,288.14,84,43,3.02,US,1707361851
399,xinyang,32.1228,114.0656,276.9,63,35,1.25,CN,1707362128
400,marabba,12.35,32.1833,292.33,20,6,4.74,SD,1707362128
401,saint-philippe,-21.3585,55.7679,298.92,87,88,5.51,RE,1707362128
402,canavieiras,-15.675,-38.9472,298.84,87,90,2.13,BR,1707362128
403,illizi,26.4833,8.4667,282.04,31,2,1.77,DZ,1707362129
404,adamovka,51.5223,59.9396,262.56,83,98,9.19,RU,1707362129
405,mogocha,53.7333,119.7667,260.71,75,25,0.53,RU,1707362129
406,manokwari,-0.8667,134.0833,301.17,76,94,2.49,ID,1707362129
407,severo-yeniseyskiy,60.3725,93.0408,260.69,99,98,1.34,RU,1707362130
408,mount isa,-20.7333,139.5,304.02,45,100,3.6,AU,1707362130
409,charters towers,-20.1,146.2667,307.01,35,34,5.27,AU,1707362130
410,turuntayevo,52.2,107.6167,252.61,85,98,1.08,RU,1707362130
411,thurles,52.6819,-7.8022,277.94,95,100,7.53,IE,1707362132
412,cabedelo,-6.9811,-34.8339,301.52,82,96,3.97,BR,1707362132
413,tsarevo,42.1667,27.85,285.07,82,100,2.74,BG,1707362133
414,nuriootpa,-34.4833,139.0,301.69,22,3,3.16,AU,1707362133
415,mar del plata,-38.0023,-57.5575,295.16,84,0,6.17,AR,1707362133
416,iquique,-20.2208,-70.1431,298.17,81,0,1.35,CL,1707362133
417,qaisumah,28.3112,46.1273,282.13,53,0,1.03,SA,1707362134
418,impfondo,1.6381,18.0667,296.29,45,44,0.68,CG,1707362134
419,yung shue wan,22.2333,114.1167,287.77,87,98,0.45,HK,1707362136
420,beloyarskiy,63.7119,66.6722,269.82,89,100,4.47,RU,1707362138
421,ikwiriri,-7.9562,38.9716,296.93,98,75,0.7,TZ,1707362138
422,jiuquan,39.7432,98.5174,270.98,41,83,1.06,CN,1707362141
423,ingeniero jacobacci,-41.3427,-69.5448,289.65,26,100,4.09,AR,1707362142
424,sena madureira,-9.0656,-68.6569,298.3,85,86,1.18,BR,1707362142
425,kailua-kona,19.6406,-155.9956,299.13,77,40,2.57,US,1707362143
426,mount gambier,-37.8333,140.7667,296.55,38,0,4.37,AU,1707362143
427,kerikeri,-35.2268,173.9474,297.98,60,20,3.68,NZ,1707361846
428,bayanaul,50.7889,75.6956,265.71,81,7,7.9,KZ,1707362143
429,gross-zimmern,49.8758,8.8344,282.42,97,100,1.73,DE,1707362144
430,soufriere,13.8562,-61.0566,299.93,88,40,9.26,LC,1707362144
431,tortoli,39.9256,9.6572,285.05,76,0,2.06,IT,1707362144
432,aguilar de campoo,42.7945,-4.2589,280.64,90,100,8.88,ES,1707362144
433,akko,32.9236,35.0728,286.53,80,0,3.6,IL,1707362144
434,port lincoln,-34.7333,135.8667,293.41,60,5,5.31,AU,1707362146
435,saguenay,48.4168,-71.0657,268.75,85,100,1.03,CA,1707362140
436,zhangye,38.9342,100.4517,270.38,46,4,3.46,CN,1707362146
437,phanom thuan,14.1303,99.6986,303.73,28,10,1.88,TH,1707362146
438,sola,-13.8833,167.55,306.52,62,75,2.57,VU,1707362147
439,marquette,46.5333,-87.6335,275.75,85,100,2.68,US,1707362147
440,zaysan,47.4667,84.8667,266.49,84,100,0.78,KZ,1707362147
441,concepcion del bermejo,-26.5993,-60.9462,302.1,53,50,2.98,AR,1707362148
442,meadow lakes,61.6247,-149.6011,272.94,73,0,2.57,US,1707362148
443,thai binh,20.45,106.3333,288.9,84,100,2.44,VN,1707362148
444,fuerte olimpo,-21.0415,-57.8738,297.28,83,78,1.57,PY,1707362148
445,ingeniero guillermo n. juarez,-23.9,-61.85,301.85,54,98,4.04,AR,1707362149
446,whakatane,-37.9585,176.9854,301.97,78,4,1.79,NZ,1707362149
447,namdrik,5.5994,168.1028,301.13,73,78,9.5,MH,1707362149
448,bikenibeu village,1.3673,173.1241,304.13,74,75,6.17,KI,1707362150
449,guardo,42.7897,-4.8482,280.18,94,100,6.54,ES,1707362150
450,kupang,-10.1667,123.5833,298.47,100,75,1.54,ID,1707362150
451,weno,7.4515,151.8468,304.12,70,75,6.17,FM,1707362151
452,birstein,50.35,9.3,274.96,98,100,0.04,DE,1707362151
453,oranjemund,-28.55,16.4333,290.34,88,23,3.41,NA,1707362151
454,kiunga,-6.1219,141.2906,305.45,51,96,2.41,PG,1707362152
455,dhidhdhoo,6.8833,73.1,300.19,72,98,3.92,MV,1707362152
456,mohammedia,33.7066,-7.3944,286.26,47,38,4.12,MA,1707362152
457,iguape,-24.7081,-47.5553,296.95,92,71,1.73,BR,1707362152
458,rechka-vydrino,51.485,104.8461,261.3,83,27,1.37,RU,1707362153
459,island harbour,50.724,-1.2758,280.63,95,100,5.36,GB,1707362153
460,bayville,40.9106,-73.5621,278.83,73,11,1.44,US,1707362153
461,reggane,26.7158,0.1714,288.85,20,33,4.3,DZ,1707362153
462,puerto santander,8.3636,-72.4063,298.82,96,100,0.82,CO,1707362153
463,san-pedro,4.7485,-6.6363,299.25,82,10,1.73,CI,1707362154
464,north bend,43.4065,-124.2243,281.1,93,100,3.09,US,1707362154
465,najran,17.4924,44.1277,283.51,63,15,1.84,SA,1707362154
466,beroroha,-21.6667,45.1667,295.67,93,5,0.36,MG,1707362154
467,dongcun,36.7767,121.1597,273.8,55,89,3.03,CN,1707362154
468,ilanskiy,56.2358,96.065,257.13,99,92,0.85,RU,1707362154
469,terek,43.4833,44.1361,281.27,52,87,1.32,RU,1707362155
470,pont rouge,48.8833,-72.0825,267.21,98,93,1.19,CA,1707362155
471,sayan,-11.1361,-77.1933,296.77,80,94,1.33,PE,1707362155
472,vila franca do campo,37.7167,-25.4333,291.42,99,89,8.55,PT,1707362155
473,amga,60.8953,131.9608,243.42,95,100,1.16,RU,1707362155
474,port saint john's,-31.6229,29.5448,293.19,80,8,2.19,ZA,1707362156
475,krasavino,60.9614,46.4814,258.67,95,100,3.55,RU,1707362156
476,cromwell,41.5951,-72.6454,275.95,76,20,0.0,US,1707362106
477,crane,31.3974,-102.3501,286.19,47,57,2.54,US,1707362156
478,borogontsy,62.6683,131.1683,238.25,94,72,0.96,RU,1707362156
479,akbarpur,26.4167,82.55,286.33,44,28,5.95,IN,1707362157
480,mermoz boabab,14.7065,-17.4758,300.46,78,1,4.12,SN,1707362157
481,murghob,38.1702,73.9667,250.85,79,6,2.29,TJ,1707362157
482,chilca,-12.5211,-76.7372,297.53,86,10,2.88,PE,1707362157
483,sinnar,13.5691,33.5672,292.69,24,61,4.33,SD,1707362157
484,harrison,30.4091,-89.0436,287.18,75,0,3.09,US,1707362157
485,zanjan,36.6736,48.4787,270.98,74,0,2.06,IR,1707362158
486,las tablas,7.7667,-80.2833,296.58,99,77,7.63,PA,1707362158
487,sinop,41.7711,34.8709,281.4,56,100,3.16,TR,1707362158
488,korhogo,9.45,-5.6333,295.32,17,7,2.75,CI,1707362158
489,malango,-2.9627,119.9001,299.57,65,99,0.86,ID,1707362158
490,tukrah,32.5341,20.5791,286.45,64,35,5.18,LY,1707362159
491,buenaventura,3.8801,-77.0312,298.11,94,90,1.08,CO,1707362159
492,ocean city,39.2776,-74.5746,276.47,86,2,0.77,US,1707362159
493,lys'va,58.1086,57.8053,257.46,98,83,2.04,RU,1707362159
494,nova vicosa,-17.8919,-39.3719,298.85,87,100,2.7,BR,1707362159
495,punta del este,-34.9667,-54.95,299.24,79,0,3.13,UY,1707362063
496,ust'-ilimsk,58.0006,102.6619,262.28,97,100,1.34,RU,1707362160
497,kawalu,-7.3817,108.2082,302.52,60,18,1.46,ID,1707362160
498,dakhla,23.6848,-15.958,293.41,40,0,3.8,EH,1707362160
499,san pedro buenavista,16.0833,-93.1167,290.14,63,0,1.44,MX,1707362160
500,ratnagiri,16.9833,73.3,299.23,43,0,1.76,IN,1707362160
501,barcelos,41.5388,-8.6151,289.23,84,100,8.05,PT,1707362161
502,zhaotong,27.3167,103.7167,273.26,75,100,3.17,CN,1707362161
503,araguaina,-7.1911,-48.2072,296.82,92,99,1.44,BR,1707362161
504,buka,40.8108,69.1986,279.99,67,100,0.52,UZ,1707362162
505,acapulco de juarez,16.8634,-99.8901,299.05,78,0,2.06,MX,1707362086
506,haiku-pauwela,20.9219,-156.3051,298.16,67,20,9.77,US,1707362162
507,ambovombe,-25.1667,46.0833,294.94,84,0,0.48,MG,1707362162
508,ghanzi,-21.5667,21.7833,296.24,59,53,2.94,BW,1707362163
509,tutoia,-2.7619,-42.2744,301.04,81,71,5.94,BR,1707361885
510,hotan,37.0997,79.9269,271.72,53,1,1.1,CN,1707362163
511,magong,23.5654,119.5863,289.14,84,100,14.01,TW,1707362163
512,castillos,-34.1667,-53.8333,294.43,88,30,2.58,UY,1707362164
513,sandnessjoen,66.0217,12.6316,266.44,57,97,3.49,NO,1707362164
514,magadan,59.5667,150.8,255.23,75,12,1.77,RU,1707362164
515,tres lagoas,-20.7511,-51.6783,297.74,71,100,1.63,BR,1707362164
516,coquimbo,-29.9533,-71.3436,292.0,88,100,2.06,CL,1707362165
517,sabang,5.8933,95.3214,300.93,74,63,4.69,ID,1707362165
518,santa elena de uairen,4.6167,-61.1333,294.14,74,23,1.61,VE,1707362165
519,trashi yangtse,27.6116,91.498,279.71,84,94,1.86,BT,1707362165
520,ulsteinvik,62.3432,5.8487,271.22,81,16,3.13,NO,1707362165
521,argo,37.6333,22.7333,283.59,53,100,2.29,GR,1707362166
522,irymple,-34.25,142.1667,303.2,36,0,0.89,AU,1707361941
523,ivdel',60.6911,60.4206,267.61,97,100,2.24,RU,1707362166
524,buala,-8.145,159.5921,303.54,71,100,6.17,SB,1707362166
525,dryden,49.7833,-92.7503,275.1,88,100,5.2,CA,1707361916
526,antonio enes,-16.2325,39.9086,297.93,91,52,2.08,MZ,1707362167
527,shagonar,51.5333,92.8,247.6,96,97,0.79,RU,1707361896
528,saint-pierre,-21.3393,55.4781,298.97,73,100,2.06,RE,1707362167
529,tahoua,14.8888,5.2692,289.0,18,3,4.96,NE,1707362168
530,butia,-30.1197,-51.9622,293.56,98,73,2.06,BR,1707361972
531,kiuruvesi,63.65,26.6167,247.0,100,83,1.23,FI,1707362168
532,preobrazheniye,42.9019,133.9064,270.8,40,0,2.55,RU,1707362168
533,sinabang,2.4803,96.3801,302.34,69,69,1.09,ID,1707362169
534,salinopolis,-0.6136,-47.3561,299.89,84,15,4.49,BR,1707362169
535,hailey,43.5196,-114.3153,271.07,93,75,0.0,US,1707362169
536,khovd,48.0056,91.6419,254.41,89,31,0.57,MN,1707362169
537,inirida,3.8653,-67.9239,297.07,96,72,1.25,CO,1707362170
538,yokadouma,3.5167,15.05,292.39,42,78,0.18,CM,1707362170
539,bol'shoye boldino,55.0059,45.3142,271.44,94,99,7.0,RU,1707362170
540,beledweyne,4.7358,45.2036,297.27,80,9,5.82,SO,1707362170
541,kill devil hills,36.0307,-75.676,279.81,81,100,4.12,US,1707362170
542,chibuto,-24.6867,33.5306,295.21,83,13,1.74,MZ,1707362171
543,inari,68.906,27.0288,250.26,100,97,1.27,FI,1707362171
544,vernon,50.2581,-119.2691,276.82,89,100,0.29,CA,1707361936
545,miracema do tocantins,-9.5618,-48.3967,297.66,87,98,0.49,BR,1707362171
546,raduzhny,62.0961,77.475,265.41,83,100,6.03,RU,1707362172
547,salekhard,66.53,66.6019,268.41,93,100,6.07,RU,1707362172
548,mount pearl,47.5166,-52.7813,270.9,91,100,8.23,CA,1707362106
549,granada,37.25,-3.25,278.87,55,97,1.25,ES,1707361966
550,maun,-19.9833,23.4167,293.64,76,72,1.74,BW,1707362172
551,el granada,37.5027,-122.4694,284.14,74,100,9.26,US,1707362155
552,linfen,36.0889,111.5189,274.54,50,5,1.71,CN,1707362173
553,porbandar,21.6422,69.6093,294.56,57,100,5.26,IN,1707362173
554,ixtapa,20.7,-105.2,298.28,73,40,2.57,MX,1707362173
555,bodo,67.28,14.405,266.45,79,0,8.75,NO,1707362174
556,chitipa,-9.7024,33.2697,289.53,95,92,1.0,MW,1707362174
557,lautoka,-17.6167,177.4667,301.07,78,75,2.06,FJ,1707362174
558,bereznik,62.8551,42.7072,254.21,92,100,4.05,RU,1707362174
559,zmeinogorsk,51.1567,82.195,269.47,94,100,5.99,RU,1707362156
560,tamanrasset,22.785,5.5228,280.1,24,0,2.57,DZ,1707362175
561,slave lake,55.2834,-114.769,268.14,86,100,1.54,CA,1707362175
562,belmonte,-15.8631,-38.8828,299.22,85,96,2.88,BR,1707362175
563,lensk,60.7253,114.9278,249.11,96,62,0.27,RU,1707362176
564,trinidad,-14.8333,-64.9,297.14,90,0,2.59,BO,1707362005
565,archangelos,36.2149,28.1149,288.88,80,100,5.46,GR,1707362176
566,shippensburg,40.0507,-77.5203,276.68,68,25,0.98,US,1707362176
567,upington,-28.4478,21.2561,292.36,42,47,2.06,ZA,1707362176
568,comodoro rivadavia,-45.8667,-67.5,290.07,34,0,12.35,AR,1707362118
569,tommot,58.9564,126.2925,254.26,92,100,1.63,RU,1707362177
570,gorontalo,0.5412,123.0595,305.28,57,99,1.43,ID,1707362177
571,novokruchininskiy,51.7833,113.7667,258.0,78,100,1.26,RU,1707362177
572,howard springs,-12.497,131.047,304.81,78,86,2.36,AU,1707362178
573,smidovich,48.6,133.8167,259.36,85,8,2.28,RU,1707362178
574,kombissiri,12.0656,-1.3375,294.14,16,2,4.28,BF,1707362178
575,wlodawa,51.55,23.55,273.04,82,100,3.94,PL,1707362111
576,mahajanga,-15.7167,46.3167,298.61,88,87,1.56,MG,1707362178
577,carutapera,-1.195,-46.02,299.46,84,9,2.86,BR,1707362179
